	Afrikaans	Alsatian	American English	Bavarian	Bokmål Norwegian	Danish	Dutch	East Low German	Eastphalian	English	Faroese	Gothic	Hessian	Icelandic	Insular North Frisian	Limburgish	Luxembourgish	Mainland North Frisian	Northern Low Saxon	Nynorsk Norwegian	Palatine German	Pennsylvania German	Proto-Germanic	Ripuarian	Saterland Frisian	Scots	Standard German	Swabian	Swedish	Swiss German	Upper Franconian	West Flemish	West Frisian	Westphalian	Wymysorys	Yiddish	Zeelandic
seek_VERB_1	sˈuk		sˈik	sˈuɐ̯xa	sˈøːkə	sˈøːə	zˈukən	zˈɔʏ̯kn̩	zˈɔʏ̯kn̩	sˈiːk	sˈøːʧa	sˈoːkjan	sˈuɣ̥ə	sˈaːi̯ca	ʃˈʊk	zˈøːkə	zˈiɕən	sˈɛkə	zˈɔʏ̯ɡn̩	sˈøːçɑ	sˈuːxə	sˈuːxə	sˈɔːkijɑnɑ̃	zˈøːkə	sˈɛɪ̯kə	sˈik	zˈuːxn̩	sˈuə̯xa	sˈøːka	z̥ˈuə̯χːə	sˈuːxn̩	zˈuə̯kn̩	sˈikjə	sˈøːkn̩	zˈixa	zˈʊχn̩	
self_PRON_1			sˈɛɫf	sˈejβa	sˈɛlː	sˈɛlˀ	zˈɛɫv̥	zˈʏlm	zˈʏlvn̩	sˈɛɫf	ʃˈɔlvʊɹ	sˈilβa	sˈɛlvæ̆	sjˈau̯lvʏr̥	sˈaləf	zˈæːləv̥	zˈɛlvɐ	sˈeːləv̥	zˈʏlm	ʂˈœlʋ	sˈɛlɐ	sˈɛl	sˈelβɑz	zˈɛlvɐ	sˈɛlvən~sˈɛːrm	sˈɛl	zˈɛlbɐ	sˈɛlbʌ	ɧˈɛlv	z̥ˈælb̥ər	sˈɛlβɐ	zˈæwv̥	sˈɛls	sˈølvɐ	zˈɑi̯vɛr	zˈɛɫb	zˈæɫəv̥
seven_NUM_1	sˈɪə̯və	sˈiʋə	sˈɛvən	sˈiːmə	ʂˈʉː	sˈyˀw	zˈeːvən	zˈœːm	zˈeːvn̩	sˈevən	ʃˈɛːi̯	sˈiβun	sˈivə	sjˈœː	sˈoːvən	zˈeːvə	zˈiːvən	sˈɔːvən	zˈøːm	ʂˈʉː	sˈɪβə	sˈɪʋə	sˈeβun	zˈɪvə	sˈoːɣən	sˈeːvən	zˈiːbn̩	sˈiːba	ɧˈʉː	z̥ˈib̥ə	sˈiːm	zˈeːvn̩	sˈɔːn	sˈɪə̯vn̩	zˈei̯va	zˈɪbn̩	zˈeːvənə
sharp_ADJ_1	skˈæːrp		ʃˈɑɹp	ʃˈarf	skˈɑɾp	sɡ̊ˈab̥	sχˈɛɾp	ʃˈaːp	ʃˈaɐpə	ʃˈɑːp	skˈaɹpʊɹ	skˈarps	ʃˈɑf	skˈar̥pʏr̥	skˈaxp	ʃˈæːʀəp	ʃˈaːf	ʃˈaʀp	ʃˈaːb	skˈɑɾp	ʃˈɑɐf	ʃˈaːɾəf	skˈɑrpɑz	ʃˈɛːɐp	skˈɛːrp	ʃˈeːrp	ʃˈaɐf	ʃˈaʕf	skˈarp	ʒ̊ˈɒrp͡f	ʃˈaɐf	ʃhˈæɾp	skˈɛrp	ʃˈaɐp	ʃˈi̯øf	ʃˈaʀf	sxˈæɾp
sheep_NOUN_1	skˈɑːp		ʃˈip	ʃˈoːf			sχˈaːp	ʃˈɒːp	ʃˈɒːp	ʃˈiːp			ʃˈɑːf		ʃˈɪp	ʃˈɒːp	ʃˈoːf	ʃˈɛi̯p	ʃˈoːb		ʃˈoːf	ʃˈoːf	skˈɛːpɑ̃	ʃˈoːf	skˈɛɪ̯p	ʃˈip	ʃˈaːf	ʃˈoːf		ʒ̊ˈoːfː	ʃˈoːf	ʃhˈɒːp	skˈiə̯p	ʃˈɔːp	ʃˈi̯øf	ʃˈɔf	sxˈɛːp
sheep_NOUN_2					fˈoːɾ	fˈɒˀ					fˈɔ̯aːɹ												ɸˈɑxɑz						fˈoːr								
shield_NOUN_1	skˈəɫd̥		ʃˈiɫ̩d		ʂˈɔlː	sɡ̊jˈʌlˀ	sχˈɪɫd̥	ʃˈɪld	ʃˈɪld	ʃˈiːld	ʃˈœld̥ʊɹ	skˈildus	ʃˈild̥	scˈœld̥ʏr̥	skˈɛlt	ʃˈɛːld̥	ʃˈəld̥	ʃˈild̥	ʃˈɪld	ʂˈɔlː	ʃˈɪld̥	ʃˈɪld̥	skˈelduz	ʃˈelt	skˈiːld	ʃˈild	ʃˈɪld̥	ʃˈild	ɧˈœld		ʃˈɪld̥	ʃhˈɪwd̥	skˈild̥	ʃˈɪld		ʃˈɪɫd	
ship_NOUN_1	skˈəp	ʃˈif	ʃˈɪp	ʃˈiːf	ʂˈiːp	sɡ̊ˈiˀb̥	sχˈɪp	ʃˈɪp	ʃˈɪp	ʃˈɪp	ʃˈiːp	skˈip	ʃˈif	scˈɪːp	skˈɛp	ʃˈeːp	ʃˈəf	ʃˈap	ʃˈɪb	ʂˈiːp	ʃˈɪf	ʃˈɪf	skˈipɑ̃	ʃˈef	skˈɪp	ʃˈɪp	ʃˈɪf	ʃˈif	ɧˈɛpː	ʒ̊ˈifː	ʃˈiːf		skˈɪp	ʃˈɪp		ʃˈɪf	sxˈɪp
shit_NOUN_1			ʃˈɪʔ	ʃˈai̯s		sɡ̊ˈiˀð̞ˠ	sχˈɛi̯t	ʃˈiːt	ʃˈiːtə	ʃˈɪt	ʃˈʊ̯iːtʊɹ			scˈiːtʏr̥	skˈɪt	ʃˈiːt	ʃˈæːɪ̯s	ʃˈit	ʃˈiːd	ʂˈiːt	ʃˈaɪ̯s		skˈitɑz		skˈit~skˈitə	ʃˈəi̯t	ʃˈaɪ̯sə	ʃˈəi̯s	ɧˈiːt	ʒ̊ˈiːsːi	ʃˈaɪ̯s	ʃhˈit	skˈit	ʃˈiːtə			
shoe_NOUN_1	skˈun	ʃˈʊː	ʃˈu	ʃˈuɐ̯	skˈuː	sɡ̊ˈoˀ	sχˈun	ʃˈaʊ̯	ʃˈaʊ̯	ʃˈuː	skˈɛɡ̊v̥ʊɹ	skˈoːhs	ʃˈuː	skˈoːu̯r̥	skˈɔx	ʃˈʊːn	ʃˈoŋ	ʃˈœi̯f	ʃˈaʊ̯	skˈuː	ʃˈuː	ʃˈuː	skˈɔːxɑz	ʃˈoŋ	skˈoːu̯	ʃˈøː	ʃˈuː	ʃˈuə̯	skˈuː	ʒ̊ˈuə̯	ʃˈuː	ʃhˈuə̯	skˈuə̯χ	ʃˈoː	ʃˈʏx	ʃˈʊχ	sxˈuːə̯
shoot_VERB_1	skˈit	ʃˈiːsə	ʃˈuʔ	ʃˈiɐ̯sn̩	ʂˈyːtə	sɡ̊ˈyːð̞ˠə	sχˈitən	ʃˈae̯tn̩	ʃˈɛɪ̯tn̩	ʃˈuːt	ʃˈɔːu̯ta		ʃˈiːʒ̥ə	scˈoːu̯ta	ʃˈɪt	ʃˈeːtə	ʃˈɜɪ̯sən	ʃˈiːtʲə	ʃˈaɪ̯dn̩	ʂˈuːtɑ~ʂˈyːtɑ	ʃˈiːsə	ʃˈiːsə	skˈeu̯tɑnɑ̃	ʃˈesə	skjˈoːtə	ʃˈøt	ʃˈiːsn̩	ʃˈiə̯sa	ɧˈʉːta	ʒ̊ˈiːsːə	ʃˈiːsn̩	ʃhˈiə̯tn̩	sjˈɪtə	ʃˈaɪ̯tn̩	ʃˈisa	ʃˈɪsn̩	sxˈiːtə
sick_ADJ_1	sˈik		sˈɪk		sˈyːk	sˈyˀ	zˈik			sˈɪk	ʃˈʉːu̯kʊɹ	sˈiu̯ks		sjˈuːkʏr̥		zˈeːk			zˈyːk	ʂˈʉːk	sˈiːʃ		sˈeu̯kɑz	zˈeːɕ	sˈyːk	sˈik	zˈiːç		ɧˈʉːk		sˈiːç	zˈiə̯k	sˈiːk				zˈiːk
side_NOUN_1	sˈəɪ̯	sˈiːt	sˈaɪ̯d	sˈai̯d̥n̩	sˈiːə	sˈiːð̞ˠə	zˈɛi̯də	zˈiːt	zˈiːtə	sˈaɪ̯d	sˈʊ̯iːja			sˈiːða	sˈɪɾ	zˈɛj	zˈæːɪ̯t	sˈid̥	sˈiːd	sˈiːe	sˈaɪ̯d̥	sˈaɪ̯d̥	sˈiːðɔ̃ː	zˈɪɡ̊	sˈiːdə	sˈəi̯d	zˈaɪ̯tə	sˈəi̯d	sˈiːda	z̥ˈiːtːə	sˈaɪ̯d̥n̩	zˈidə	sˈiːdə	sˈiːt	zˈai̯t	zˈaɪ̯t	zˈiə
sing_VERB_1	sˈəŋ	sˈiŋə	sˈɪŋ	sˈiŋa	sˈʏŋːə	sˈøŋə	zˈɪŋən	zˈɪŋ	zˈɪŋ	sˈɪŋ	sˈɪɲʤ̊a	sˈiŋɡʷan	sˈiŋə	sˈiɲɟ̊a	ʃˈʊŋ	zˈɪːŋə	zˈɑŋən	ʃˈʊŋə	zˈɪŋ	sˈʏɲjɑ	sˈɪŋə	sˈɪŋə	sˈiŋɡʷɑnɑ̃	zˈɪŋə	sjˈʊŋə	sˈɪŋ	zˈɪŋən	sˈɪŋa	ɧˈɵŋːa	z̥ˈiŋə	sˈɪŋa	zˈɪŋn̩	ɕˈɔŋə	sˈɪŋ	zˈɘ̟ŋɟa	zˈɪŋɡn̩	zˈiŋə
sister_NOUN_1	sˈœstər	ʃwˈeʃtəʁ	sˈɪstɚ	ʃʋˈesd̥a	sˈœstəɾ	sˈœsd̥ʌ	zˈʏstəɾ	zˈʏstæ	swˈɛstɐ	sˈɪstə	sˈɪstɪɹ	swˈistar	svˈesd̥æ̆	sˈɪstɪr̥	sˈɛstɐ	zˈʏːstəʀ	zˈəʃtɐ	sˈʏstəʀ	zˈʏstɐ	sˈʏstɛɾ	ʃβˈɛʃd̥ɐ	ʃʋˈɛʃdɑ	swˈestɛːr	zˈœstɐ~zˈɛstɐ	sˈʊstər	sˈɪstər	ʃvˈɛstɐ	ʃʋˈɛʃdʌ	sˈʏstɛr	ʒ̊ʋˈøʃːtːər	ʃvˈɛsd̥ɐ	zˈœstɾ̩	sˈøstər	zˈʏstɐ	ʃvˈɑstɛr	ʃvˈɛstəʀ	zˈʏstəɾ
sit_VERB_1	sˈət	sˈeʦə	sˈɪʔ	sˈiʦn̩	sˈɪtːə	sˈeð̞ˠə	zˈɪtən	zˈɪtn̩	zˈɪtn̩	sˈɪt	sˈiːta	sˈitan	sˈiʦə	sˈɪːtja	sˈɛt	zˈɪtə	zˈəʦən	sˈatə	zˈɪdn̩	sˈɪçːɑ	sˈɪʣ̥ə	sˈɪʦə	sˈitjɑnɑ̃	zˈeʦə	sˈɪtə	sˈɪt	zˈɪʦn̩	sˈiʦa	sˈɪtːa	z̥ˈiʦə	sˈɪʦn̩	zˈɛtn̩	sˈɪtə	sˈɪtn̩	zˈɘ̟ʦa	zˈɪʦn̩	zˈɪtə
six_NUM_1	sˈɛs	sˈeks	sˈɪks	sˈeɡ̊sə	sˈɛks	sˈɛɡ̊s	zˈɛs	zˈœs		sˈɪks	sˈɛks	sˈɛhs	sˈɛks	sˈɛks	sˈɔks	zˈɛs	zˈɛks	sˈeːks	zˈøs	sˈɛks	sˈɛɡ̊s	sˈɛks	sˈexs	zˈɛks	sˈɛks	sˈaks	zˈɛks	sˈeɡs	sˈɛks	z̥ˈæχːsː	sˈɛɡ̊s	zˈɛsə	sˈɛi̯s	sˈɛs	zˈaks	zˈɛks	zˈæsə
skin_NOUN_1		hˈyːt	hˈaɪ̯d	hˈau̯d̥	hˈʉːd	hˈuˀð̞ˠ	ɦˈœy̯d̥	hˈuːt	hˈuːt	hˈaɪ̯d	hˈʉːu̯		hˈau̯d̥	hˈuːð	hˈɪɾ	ɦˈuːd̥	hˈæːʊ̯d̥	hˈʏd̥	hˈuːd	hˈʉːd	hˈau̯̯d̥	hˈaʊ̯d̥	xˈuːðiz	hˈoɡ̊	hˈɛɪ̯d	hˈəi̯d	hˈaʊ̯t	hˈao̯d	hˈʉːd	hˈuːtː	hˈaʊ̯d̥		hˈuːd̥	hˈuːt		hˈɔɪ̯t	ˈyːd̥
slay_VERB_1	sɫˈɑːn		slˈeɪ̯	ʃlˈɒːŋ	slˈoː	slˈɔˀ	sɫˈaːn	ʃlˈɒːn		slˈeɪ̯	slˈɔ̯aːa	slˈahan		st͡l̥ˈaːu̯	slˈɔː	slˈʊːn	ʃlˈoːən	slˈyːnʲ	slˈoːn	slˈoː	ʃlˈɑ̃ː	ʃlˈɔːɣə	slˈɑxɑnɑ̃	ʃlˈoːn	slˈoː	slˈeː	ʃlˈaːɡn̩	ʃlˈaːɡa	slˈoː	ʒ̊lˈɒː	ʃlˈoːŋ	slˈɒːn	slˈaːn	ʃlˈɔːn	ʃwˈøn	ʃɫˈɔɡŋ̩	sɫˈɛːn
sleep_VERB_1	sɫˈɑːp	ʃlˈoːfə	slˈip	ʃlˈɑfa	sˈoːʋə	sˈɒːwə	sɫˈaːpən	ʃlˈɒːbm̩	slˈɒːbm̩	slˈiːp	sˈoːva	slˈeːpan	ʃlˈɑːv̥ə	sˈɔːva	slˈiːp	slˈɒːpə	ʃlˈoːfən	slˈɛi̯pə	slˈoːbm̩	sˈoːʋɑ	ʃlˈoːfə	ʃlˈoːfə	slˈɛːpɑnɑ̃~swˈeɸɑnɑ̃	ʃlˈoːfə	slˈɛɪ̯pə	slˈip	ʃlˈaːfn̩	ʃlˈɔːfa	sˈoːva	ʒ̊lˈɒːfːə	ʃlˈoːfn̩	slˈɒːpn̩	slˈiə̯pə	ʃlˈɔːbm̩	ʃwˈøfa	ʃɫˈɔfn̩	sɫˈɛːpə
smoke_NOUN_1	rˈʊə̯k	ʁˈʊːʃ	ɹˈik	rˈaːx	ɾˈœʏ̯k	ʁˈʌˀj	ɾˈoːk	rˈaʊ̯k	rˈeo̯k	ɹˈiːk	ɹˈɔːi̯kʊɹ		ʀˈaːx	rˈɛːi̯kʏr̥	rˈoːk	ʀˈɔːk	ʀˈaːχ	ʀˈiːk	rˈaʊ̯ɡ	ɾˈœʏ̯k	rˈɑːx	ɾˈaʊ̯x	rˈɑu̯kiz	ʀˈoʊ̯x	rˈoːk	rˈik	ʁˈaʊ̯x		rˈøːk	rˈau̯χː	rˈaːx	ɾˈoːk	rˈɪə̯k	rˈaʊ̯k	rˈɑi̯ç	ʀˈɔɪ̯χ	ɾˈʊə̯k
snake_NOUN_1	sɫˈaŋ	ʃlˈɒŋ			slˈɑŋːə	slˈɑŋə	sɫˈɑŋ	ʃlˈaŋ	slˈaŋə		slˈaŋɡ̊a			slˈɑu̯ŋɡ̊a	slˈaŋ	slˈɑŋ	ʃlˈaːŋ	slˈɒŋə	slˈaŋ	slˈɑŋːe	ʃlˈɑŋ	ʃlˈaŋ	slˈɑŋɡɔːː	ʃlˈaŋ	slˈɔːŋə		ʃlˈaŋə	ʃlˈaŋ			ʃlˈaŋa	slˈɑŋ	slˈaŋ	ʃlˈaŋə		ʃɫˈaŋɡ	
snow_NOUN_1	snˈiw	ʃnˈeː	snˈoʊ̯	ʃnˈeː	snˈøː	snˈeˀ	snˈeːw	ʃnˈae̯	snˈɛɪ̯	snˈəʊ̯		snˈɛːws	ʃnˈeː	st͡n̥jˈoːu̯r̥	snˈɛ	snˈi	ʃnˈɜɪ̯	snˈiː	ʃnˈaɪ̯	snˈøː	ʃnˈeː	ʃnˈeː	snˈɑi̯wɑz	ʃnˈiː	snˈeː	snˈɑː	ʃnˈeː	ʃnˈae̯	snˈøː	ʒ̊nˈeː	ʃnˈiː	snˈɛːw	snˈiə̯	ʃnˈaɪ̯	ʃnˈei̯	ʃnˈɛɪ̯	snˈɪə̯w
son_NOUN_1	sˈɪø̯n	sˈoːn	sˈʌn		sˈœn	sˈœn	zˈoːn	zˈœːn	zˈoːn	sˈɐn	sˈɔnʊɹ	sˈunus	sˈõː	sˈɔːnʏr̥	sˈeːn	zˈʊːn		sˈaːn	zˈøːn	sˈɔn	sˈõː	sˈoː	sˈunuz	zˈoːn	sˈuːn	sˈɪn	zˈoːn	sˈoː	sˈoːn	z̥ˈoːn	sˈuː	zˈøːnə	sˈoə̯n	sˈuːə̯n	zˈun	zˈʊn	zˈøːnə
soul_NOUN_1	sˈiɫ	sˈeːl	sˈoʊ̯ɫ		ʂˈɛl	ɕˈɛˀl	zˈiɫ	zˈeːl	zˈeːlə	sˈəʊ̯l	sˈɔ̯aːl		sˈeːl	sˈɑːu̯l	sˈiːl	zˈil	zˈɜɪ̯l	sˈiːl	zˈeːl	sˈoːl	sˈeːl	sˈeːl	sˈɑi̯wɑlu	zˈiːl	sˈeːlə	sˈɑːl	zˈeːlə	sˈeːl	ɧˈɛːl	z̥ˈeːl	sˈiːl	zˈiə̯lə	sˈiə̯l	sˈɪɛ̯l	zˈei̯w		zˈiːɫə
sour_ADJ_1	sˈyːr	sˈyːʁ	sˈaʊ̯ɚ	sˈau̯a	sˈʉːɾ	sˈuˀɐ	zˈyːɾ	zˈuːæ	zˈuːɐ	sˈaʊ̯ə	sˈʉːu̯ɹʊɹ		sˈau̯æ̆	sˈuːr̥	sˈyːɐ	zˈuːʀ	zˈɑʊ̯ɐ	sˈœʀ	zˈuːɐ	sˈʉːɾ	sˈau̯ɐ	sˈaʊ̯ɑ	sˈuːrɑz	zˈuːɐ	sˈuːr	sˈuər	zˈaʊ̯ɐ	sˈao̯ʌ	sˈʉːr	z̥ˈuːr	sˈaʊ̯ɐ	zˈyːɾ	sˈuə̯r	sˈuːɐ	zˈɑi̯vɛr	zˈɔɪ̯əʀ	zˈyːɾ
sow_NOUN_1			sˈaʊ̯	sˈau̯		sˈoˀ		zˈœːç		sˈaʊ̯	sˈɪɡ̊v̥		sˈau̯	sˈiːr̥	sˈœç		zˈæːʊ̯	sˈœːç	zˈøːç	sˈʉː	sˈau̯	sˈaʊ̯	sˈuːz	zˈaʊ̯		sˈuː	zˈaʊ̯	sˈao̯	sˈuː	z̥ˈuː	sˈaʊ̯				zˈɑi̯wa		
speech_NOUN_FEM_1	sprˈɑːk	ʃpʁˈoːx	spˈiʧ	ʃb̥rˈɒːx	spɾˈoːk	sb̥ʁˈɔˀw	spɾˈaːk	ʃprˈɒːk	sprˈɒːkə	spˈiːʧ			ʒ̥pʀˈɑːx	sprˈɔːk	sprˈɔːk	spʀˈɒːk	ʃpʀˈoːχ	spʀˈɛkə	ʃprˈoːɡ	spɾˈoːk	ʃb̥rˈoːx	ʃpɾˈoːx	sprˈɑːku	ʃpʀˈoːx	sprˈɔːkə		ʃpʁˈaːxə	ʃbʁˈɔːx	sprˈoːk	ʒ̊pːrˈoːχː	ʃb̥rˈoːx	spɾˈɒːkə	sprˈaːkə	ʃprˈɔːk	ʃprˈøx	ʃpʀˈaχ	spɾˈɛːkə
star_NOUN_1	stˈæːr	ʃtˈeʁn	stˈɑɹ	ʃd̥ˈean	stjˈæːɳə	sd̥jˈæɐnə	stˈɛɾ	ʃtˈiːæn	stˈeːɐn	stˈɑː	ʃtjˈœt͡n̥a	stˈɛrnoː	ʃd̥ˈæɐn	stjˈart͡n̥a	stˈɛːɐ	stˈaːʀ	ʃtˈɛːɐ	stˈɛːʀ	ʃtˈɛɪ̯ɐn	sçˈɛnːe	ʃd̥ˈɛɐn	ʃtˈɛːɑn	stˈernɔ̃ː	ʃtˈɛːn	stˈiːrn	stˈarn	ʃtˈɛɐn	ʃdˈɛʕn	ɧˈæːɳa	ʒ̊tːˈærn	ʃtˈɛɐn	stˈæɾə	stjˈɛr	ʃtˈɛːn	ʃtˈɑm	ʃtˈɛʀən	stˈæɾə
stone_NOUN_1	stˈɪə̯n	ʃtˈəi̯n	stˈoʊ̯n	ʃd̥ˈoɐ̯	stˈæɪ̯n	sd̥ˈeˀn	stˈeːn	ʃtˈae̯n	stˈɛɪ̯n	stˈəʊ̯n	stˈaːi̯nʊɹ	stˈɛːns	ʃd̥ˈãː	stˈɛi̯t͡n̥	stˈiːn	stˈɛːn	ʃtˈeːn	stˈiːnʲ	ʃtˈaɪ̯n	stˈæɪ̯n	ʃd̥ˈɛ̃ː	ʃtˈeː	stˈɑi̯nɑz	ʃtˈeːn	stˈeːn	stˈen	ʃtˈaɪ̯n	ʃdˈɔe̯	stˈeːn	ʒ̊tːˈæi̯	ʃd̥ˈaː	stˈɛːn	stˈiə̯n	ʃtˈeːn	ʃtˈan	ʃtˈɛɪ̯n	stˈɪə̯n
stool_NOUN_1	stˈuɫ	ʃtˈøːl	stˈuɫ	ʃd̥ˈuj	stˈuːl	sd̥ˈoˀl	stˈuɫ	ʃtˈaʊ̯l	stˈaʊ̯l	stˈuːɫ	stˈœlʊɹ	stˈoːls	ʃd̥ˈuːl	stˈɔu̯t͡l̥	stˈøːl	stˈʊːl	ʃtˈul	stˈœlʲ	ʃtˈaʊ̯l	stˈuːl	ʃd̥ˈuːl	ʃtˈuːl	stˈɔːlɑz	ʃtˈoːl	stˈoːu̯l	stˈøl	ʃtˈuːl	ʃdˈuːl	stˈuːl	ʒ̊tːˈuə̯l	ʃd̥ˈuːl	stˈuə̯l	stˈuə̯l	ʃtˈoːl	ʃtˈʏl	ʃtˈʊɫ	stˈuːɫ
storm_NOUN_1	stˈɔrm		stˈɔɹm	ʃd̥ˈuam	stˈɔɾm	sd̥ˈɔˀm	stˈɔɾm	ʃtˈuːæm	stˈɔɐm	stˈɔːm	stˈɔɹmʊɹ			stˈɔrmʏr̥	stˈɔrəm	stˈœːʀəm	ʃtˈuːɐm	stˈɔʀm	ʃtˈɔɐm	stˈɔɾm	ʃd̥ˈuɐm	ʃtˈaːɾəm	stˈurmɑz	ʃtˈɔɐm	stˈɔːrm	stˈoːrm	ʃtˈʊɐm		stˈɔrm	ʒ̊tːˈurm	ʃd̥ˈʊɐm	stˈɔɾm	stˈoə̯rm	ʃtˈuːə̯m		ʃtˈʊʀɛm	stˈʏɾm
suck_VERB_1	sˈœɪ̯χ		sˈʌk	sˈau̯ŋ	sˈʉːɡə	sˈuːw	zˈœy̯χən	zˈuːɡn̩		sˈɐk	sˈʏɡ̊v̥a		sˈau̯ɣ̥ə	sjˈuːa	sˈʏç	zˈuːkə		sˈœːjə	zˈuːɡn̩	sˈʉːɡɑ	sˈau̯xə		sˈuːɣɑnɑ̃~sˈuːkɑnɑ̃	zˈaʊ̯ɣə	sˈøːɣjə	sˈuk	zˈaʊ̯ɡn̩	sˈao̯ɡa	sˈʉːɡa	z̥ˈuːɡ̊ə	sˈaʊ̯ŋ	zˈoːɦn̩	sˈuːɣjə			zˈɔɪ̯ɡn̩	zˈyːxə
summer_NOUN_1	sˈʊə̯mər	sˈuməʁ	sˈʌmɚ	sˈuma	sˈɔmːəɾ	sˈʌmɐ	zˈoːməɾ	zˈɔmæ	zˈœmɐ	sˈɐmə	sˈʊmːaɹ		sˈomæ̆	sˈʏːmar̥	sˈɔmɐ	zˈoːməʀ	zˈumɐ	sˈaməʀ	zˈʊmɐ	sˈʊmɑɾ	sˈumɐ	sˈʊmɑ	sˈumɑrɑz	zˈɔmɐ	sˈuːmər	sˈɪmər	zˈɔmɐ	sˈomʌ	sˈɔmːar	z̥ˈumər	sˈʊmɐ	zˈoːməɾ	sˈɪmər	zˈʊmɐ	zˈumɛr	zˈʊməʀ	zˈøːməɾ
sweat_NOUN_1	svˈɪə̯t		swˈɛt	ʃʋˈoɐ̯s	sʋˈɛtːə	sʋˈeˀð̞ˠ	zʋˈeːt	ʃwˈae̯t	swˈɛɪ̯t	swˈet	svˈai̯ʰtɪ			svˈɪːtɪ	svˈeːt	zβˈɛːt	ʃwˈeːs	svˈiːtʲ	ʃvˈaɪ̯t	sʋˈæɪ̯ʰtːe	ʃβˈɛːs	ʃʋˈeːs	swˈɑi̯tɑ̃~swˈɑi̯tɔːː~swˈɑi̯tɑz	ʃʋˈeɪ̯s	svˈeːt	swˈet	ʃvˈaɪ̯s	ʃʋˈɔe̯s	svˈɛtː	ʒ̊ʋˈæi̯sː	ʃvˈaːs		svˈɪt			ʃvˈɛɪ̯s	zʋˈɪə̯t
sweet_ADJ_1	sˈut	sˈiːs	swˈiʔ	sˈiɐ̯s	sˈøːt	sˈøˀð̞ˠ	zˈut	zˈɔʏ̯t	zˈɔʏ̯tə	swˈiːt	sˈøːtʊɹ		sˈiːs	sˈaːi̯tʏr̥	svˈɛt	zˈøːt	zˈɜɪ̯s	svˈɛtʲ	zˈɔʏ̯d	sˈøːt	sˈiːs	sˈiːs	swˈɔːtuz	zˈøːs	svˈɛɪ̯t	swˈit	zˈyːs	sˈiə̯s	sˈøːt	z̥ˈyə̯sː	sˈiːs	zˈuə̯t	svˈiə̯t	sˈøːt	zˈis	zˈɪs	zˈuːə̯tə
swim_VERB_1	svˈɛm	ʃwˈimə	swˈɪm	ʃʋˈima	sʋˈœmːə	sʋˈœmə	zʋˈɛmən	ʃwˈɛm	swˈɪm	swˈɪm	svˈɪmja		ʃvˈimə		svˈʊm	zβˈʏmə	ʃwˈɑmən	svˈʊmə	ʃvˈøm	sˈʏmjɑ	ʃβˈɪmə	ʃʋˈɪmə	swˈimːɑnɑ̃	ʃʋˈɛmə	svˈɪmə	sˈum	ʃvˈɪmən	ʃʋˈema	sˈɪmːa	ʒ̊ʋˈymə	ʃvˈɪma	zʋˈæmn̩	svˈɪmə	ʃʋˈɛm	ʃvˈɘ̟ma	ʃvˈɪmən	
swine_NOUN_1	svˈəɪ̯n		swˈaɪ̯n		sʋˈiːn	sʋˈiˀn	zʋˈɛi̯n	ʃwˈiːn	swˈiːn	swˈaɪ̯n	svˈʊ̯iːn	swˈiːn		svˈiːn	svˈɪn	zβˈiːn	ʃwˈæːɪ̯n	svˈin	ʃvˈiːn	sʋˈiːn	ʃβˈaɪ̯n	ʃʋˈaɪ̯n	swˈiːnɑ̃	ʃʋˈɪŋ	swˈin	swˈəi̯n	ʃvˈaɪ̯n		svˈiːn		ʃvˈaɪ̯n	zʋˈin	svˈin	ʃʋˈiːn	ʃvˈai̯n		zʋˈin
sword_NOUN_1	svˈɑːrd̥		sˈɔɹd	ʃʋˈeɐd̥	sʋˈæːɾ	sʋˈɛɐˀ	zʋˈaːɾd̥			sˈɔːd	svˈøːɹ			svˈɛrð	svˈɛːɐxt	zβˈeːʀt	ʃwˈɛːɐt	svjˈaʀd̥	ʃvˈeːɐd	sʋˈæːɾ	ʃβˈɛːɐd̥	ʃʋˈɛːɑd̥	swˈerðɑ̃	ʃʋˈɛːd̥	svˈɛɪ̯d	swˈʌrd	ʃvˈeːɐt~ʃvˈɛɐt	ʃʋˈɛʕd	svˈæːɖ	ʒ̊ʋˈærtː	ʃvˈɛɐd̥	zʋˈɒːɾd̥	svˈød̥		ʃvjˈɛrt	ʃvˈɛʀd	zʋˈɛːɾd̥
tear_NOUN_1			tʰˈiɚ		tʰˈoːɾə	ʦʰˈɒːʌ				tʰˈɪə	tʰˈɔ̯aːɹ			tʰˈɑːu̯r̥	tʰˈɔa̯			tˈuːʀ		tʰˈoːɾe			tˈɑxrɑ̃			tʰˈiːr	ʦˈɛːʁə		tʰˈoːr							tʀˈɛʀ	
tear_NOUN_FEM_1	trˈɑːn	tʁˈæːn					tɾˈaːn	tʰrˈɒːn	trˈɒːnə				tʀˈɛːnə			tʀˈɒːn	tʰʀˈɜɪ̯n		tʰrˈoːn		d̥rˈɛːn	dɾˈɛːn	trˈɑxnuz	tʀˈoːn	trˈoːnə		tʰʁˈɛːnə	dʁˈɛːn			d̥rˈɛːna	tɾˈɒːn	trˈiə̯n	trˈœːnə			tɾˈɛːn
